clause_text,risk
"5 Confidential Information. omitted 7 Indemnification and Insurance. 7.1 omitted 9 Limitation of Liability. 9.1 The maximum liability of one Party to the other Party and its affiliates in relation to this Agreement will be  (Liability Cap), provided however that: 9.1.1 The Liability Cap will not apply to any (1) material confidentiality breach under Section 5, and/or (2) indemnification obligations under Section 7.1. 9.1.2 The Liability Cap will not apply to intentional misconduct and/or gross negligence. 9.2 For the purpose of this Section, liability means liability for any and all claims, causes of action, judgments, costs and expenses (including but not limited to reasonable attorney fees and expenses), reimbursements, losses, and any and all other liabilities and damages of any kind, whether in contract, tort (including negligence), equity, statute or otherwise arising out of, in relation to or as a result of this Agreement.",Low
"11.6 No Consequential Damages. EXCEPT TO THE EXTENT ARISING (A) FROM A PARTY'S BREACH OF ARTICLE 10 (CONFIDENTIALITY), (B)  (E) FROM A PARTY'S FRAUD, GROSS NEGLIGENCE OR WILLFUL MISCONDUCT OR (F) IN CONNECTION WITH A PARTY'S INDEMNIFICATION OBLIGATIONS UNDER ARTICLE 12 (INDEMNIFICATION; INSURANCE), IN NO EVENT WILL EITHER PARTY BE LIABLE TO THE OTHER PARTY FOR ANY LOST PROFITS, INDIRECT, SPECIAL, INCIDENTAL, EXEMPLARY OR CONSEQUENTIAL DAMAGES OF ANY KIND ARISING OUT OF OR IN CONNECTION WITH THIS AGREEMENT, HOWEVER CAUSED AND ON ANY THEORY OF LIABILITY (WHETHER IN CONTRACT, TORT (INCLUDING NEGLIGENCE), STRICT LIABILITY OR OTHERWISE). THE LIMITATIONS SET FORTH IN THIS SECTION WILL APPLY EVEN IF A PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES, AND NOTWITHSTANDING ANY FAILURE OF ESSENTIAL PURPOSE OF ANY LIMITED REMEDY. 11.7 Liability Limit. TO THE GREATEST EXTENT PERMITTED UNDER APPLICABLE LAW, IN NO EVENT WILL A PARTY'S AGGREGATE LIABILITY (ABOVE AMOUNTS ACTUALLY PAID OR REIMBURSED BY SUCH PARTY'S INSURER (TO THE EXTENT NOT SELF-INSURED)) FOR A CLAIM ARISING OUT OF OR RELATED TO THIS AGREEMENT UNDER ANY LEGAL OR EQUITABLE THEORY, INCLUDING BREACH OF CONTRACT, TORT (INCLUDING NEGLIGENCE), STRICT LIABILITY, AND OTHERWISE EXCEED , EXCEPT THAT (A) SUCH LIMITATION SHALL NOT APPLY TO (I) A PARTY'S BREACH OF ARTICLE 10 (CONFIDENTIALITY), , (V) A PARTY'S FRAUD, GROSS NEGLIGENCE OR WILLFUL MISCONDUCT OR (VI) A PARTY'S INDEMNIFICATION OBLIGATIONS UNDER ARTICLE 12 (INDEMNIFICATION; INSURANCE) AND (B) SUCH LIMITATION ON LIABILITY SHALL NOT INCLUDE ANY AMOUNTS ACCRUED AND ACTUALLY OWED PURSUANT TO THE TERMS OF THIS AGREEMENT.",Low
"8. Limitation of Liability. (a) In the absence of gross negligence, bad faith or willful misconduct on its part, Agent shall not be liable for any action taken, suffered or omitted by it or for any error of judgment made by it in the performance of its duties under this Agreement. In no event will Agent be liable for special, indirect, incidental, consequential or punitive losses or damages of any kind whatsoever (including but not limited to lost profits), even if Agent has been advised of the possibility of such losses or damages and regardless of the form of action. Any liability of Agent will be limited in the aggregate to an amount equal to twenty four (24) times the monthly administrative fee to be paid by Client as set forth in Exhibit B hereto. (b) If any question or dispute arises with respect to the proper interpretation of this Agreement or Agent's duties hereunder, Agent shall not be required to act or be held liable or responsible for its failure or refusal to act until the question or dispute has been (i) judicially settled (and Agent may, if it deems it advisable, but shall not be obligated to, file a suit in interpleader or for a declaratory judgment for such purpose) by a final judgment of a court of competent jurisdiction that is binding on all parties interested in the matter and is no longer subject to review or appeal, or (ii) settled by a written document in form and substance satisfactory to Agent and executed by Client. For such purpose, Agent may, but shall not be obligated to, require the execution of such a document.",Low
"Maximum Liability means, with respect to Operator, the aggregate Residual Value of the Portfolio as of such date, and with respect to Owner, One Million Dollars ($1,000,000); provided that a reduction in the Maximum Liability of Operator shall never result in a requirement for Owner or any Owner Indemnitee to return any money to Operator. Maximum Liability will be determined on an aggregate basis between this Agreement and the MESPA. omitted ARTICLE 7 LIMITATIONS ON LIABILITY Section 7.1 Aggregate Limit of Liability. (a) Notwithstanding anything to the contrary in this Agreement, in no event shall a Party be liable to the other Party for an aggregate amount in excess of the Maximum Liability; provided that such limitation of liability shall not apply to any liability that is the result of (i) gross negligence, fraud or willful misconduct of a Party, (ii) a Third Party Claim, (iii) the failure to pay the Service Fees (which amount shall not be included in calculating Owner's Maximum Liability), (iv) a claim of Owner against BE or Operator in the event of any breach, default or misrepresentation of any representation and warranty or covenant set forth in Section 8.2(e) or (v) a claim of Owner against BE or Operator under Section 2.8. Subject always to the Maximum Liability limitations set forth in the preceding sentence, except for damages specifically provided for in this Agreement or in connection with the indemnification for damages awarded to a third party under a Third Party Claim, damages hereunder are limited to direct damages, and in no event shall a Party be liable to the other Party, and the Parties hereby waive claims, for (a) indirect, punitive, special or consequential damages or loss of profits; provided, however, that the loss of profits language set forth in this Section 7.1 shall not be interpreted to exclude from Indemnifiable Losses any claim, demand, suit, loss, liability, damage, obligation, payment, cost or expense (including the cost and expense of any action, suit, proceeding, assessment, judgment, settlement or compromise relating thereto and reasonable attorneys' fees and reasonable disbursements in connection therewith) that would otherwise be included in the definition of Indemnifiable Losses because they result from a reduction in the profits of Owner, Diamond State Generation Holdings, LLC, or both, and (b) losses or liabilities incurred by the officers, directors, members, managers, partners, shareholders or Affiliates of such Party (unless on behalf of Owner). (b) Notwithstanding anything to the contrary provided herein, in no event shall Operator be liable under this Agreement (including with respect to its obligations related to the Facility Service Warranty, the Power Performance Warranty or Warranty Specification) for (i) any failure of or damage to the Bloom System or (ii) any obligations on the part of Operator (including internal rate of return or other financial metrics or any obligations to deliver power to Owner or service the Bloom System) caused by or arising from (A) Owner's (as opposed to Operator or Operator's Affiliate or subcontractor acting as operator under this Agreement) failure to properly protect the Bloom Systems from vandalism or other third- party's actions or omissions, (B) Owner's (as opposed to Operator or Operator's Affiliate or subcontractor acting as operator under this Agreement) failure to use the specified input fuel; (C) Owner's (as opposed to Operator or Operator's Affiliate or subcontractor acting as operator under this Agreement) removal of any safety devices, (D) Force Majeure Events, (E) installation, operation, repair or modification of the Bloom Systems by anyone other than Operator or Operator's authorized agents or Owner's operator acting pursuant to a operating and maintenance agreement provided such operator is acting in accordance with Prudent Electrical Practices and information or materials supplied by Operator or its Affiliates, or (F) any defect in construction materials or workmanship of the BOF or any deficiency in design of the BOF by BE, provided that the exclusions in this clause (F) shall not extend to any warranty claim to the extent caused by or arising from (1) any defect in construction materials or workmanship of the BOF or (2) any deficiency in design of the BOF by BE, in each case during the period while the MESPA Section 8.2(b) Warranty is in effect. OPERATOR SHALL NOT BE RESPONSIBLE FOR DAMAGE TO BLOOM SYSTEMS OR THEIR COMPONENTS DUE TO THEIR OPENING OR MODIFICATION BY OWNER OR ANYONE OTHER THAN OPERATOR, OPERATOR'S AFFILIATE, THE SERVICE PROVIDER OR SUBCONTRACTOR, ACTING AS OPERATOR UNDER THIS AGREEMENT, ANY PERSON ACTING AS AN OPERATOR UNDER THIS AGREEMENT (OR ANY SUCCESSOR AGREEMENT TO THIS AGREEMENT) OR ANY OF SUCH PERSON'S REPRESENTATIVES. Except for Owner's payment of money to Operator, and subject to Section 9.19 hereof, neither Party shall be liable under any circumstance, nor be deemed to be in breach of this Agreement, for any delay or failure in performance or interruption of service resulting from any Force Majeure Event, or any other cause or causes which are beyond such Party's reasonable control. Section 7.2 No Duplication of Claims. Notwithstanding anything to the contrary in this Agreement, the Parties acknowledge and agree that the limitations of liability set forth in this Agreement and the MESPA are to be calculated on an aggregate basis taking into account all claims (if any) made under this Agreement and the MESPA.",Low
"3. HOSTING SERVICES. omitted 4. SUPPORT SERVICES. omitted 7. UNSOLICITED COMMERCIAL E-MAIL. omitted 11. STANDARD OF CARE. omitted 12. INDEMNITY. omitted IN NO EVENT SHALL TRUELINK'S LIABILITY FOR ANY MATTER ARISING UNDER OR RELATED TO SECTION 3, 4, 7 AND 11 THIS AGREEMENT (OTHER THAN DUE TO A BREACH RESULTING FROM TRUELINK'S GROSS NEGLIGENCE OR WILLFUL MISCONDUCT) EXCEED THE TOTAL COMPENSATION PAID FOR HOSTING AND SUPPORT SERVICES OVER THE IMMEDIATELY PRECEDING 12 MONTHS PERIOD.",Low
"8. INDEMNIFICATION. omitted F. Limitation of liability. VIP shall have no liability with respect to its obligations under this agreement or otherwise for consequential, exemplary, special, indirect, incidental or punitive damages even if it has been advised of the possibility of such damages in any event, other than claims covered by paragraph 8(b) or paragraph 6(a) of this agreement (which claims are excluded from this paragraph 9(f) limitation), the liability of VIP to BNL for any reason and upon any cause of action or claim in contract, tort or otherwise shall be limited to the amount paid by BNL to VIP in the twelve (12) month period prior to the accrual of the action or claim for the specific service which is the subject of the action or claim (or, if such accrual occurs during the first twelve (12) months of the initial term, then the liability shall be limited to the minimum fees payable by BNL to VIP during the first twelve (12) months of the initial term). except for the claims excluded by the preceding sentence, this limitation applies to all causes of action or claims in the aggregate including without limitation breach of contract, breach of warranty, negligence, strict liability, misrepresentation and other torts. BNL and VIP acknowledge and agree that the limitations and exclusions contained herein represent the parties' agreement as to the allocation of risk between the parties in connection with VIP's obligations under this agreement. the payments payable to VIP in connection herewith reflect this allocation of risk and the exclusion of consequential damages in this agreement.",Low
"8.4 Limitation of Damages. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY CONSEQUENTIAL, SPECIAL OR PUNITIVE DAMAGES OR LOST PROFITS ARISING UNDER OR RELATING TO THIS AGREEMENT. Except in the event of (i) a Party's gross negligence or willful misconduct and/or (ii) a Party's breach of its confidentiality obligation, the total liability of one Party to the other Party (and its Affiliates) arising out of or in connection with this Agreement or the Products, whether in contract, tort (including negligence), statute or otherwise, shall, to the maximum extent permitted by Applicable Law, be limited to the amount of revenues it receives under this Agreement.",Low
"7. Indemnification. omitted (c) Any and all claims, losses, cost or expenses shall be limited to actual and direct costs. In no event shall any party be responsible to the other for indirect, special or consequential damages.",Low
"LIMITATION OF LIABILITY i-on will not be liable under any circumstances for any lost profits or other consequential damages, even if i-on has been advised as to the possibility of such damages. i-on's liability for damages to the Customer for any cause whatsoever, regardless of the form of action, and whether in contract or in tort, including negligence, shall be limited to one (1) month's fees and the remaining portion of any prepaid fees.",Low
"2.7 RESTRICTIONS. omitted 8 INDEMNIFICATION. omitted 9 LIMITATION OF LIABILITY. EXCEPT FOR LIABILITY ARISING UNDER SECTIONS 2.7, 8, 10 AND 12.3 OF THIS AGREEMENT, IN NO EVENT SHALL EITHER PARTY'S LIABILITY ARISING OUT OF OR RELATED TO THIS AGREEMENT OR THE USE OR PERFORMANCE OF THE SOFTWARE EXCEED THE TOTAL AMOUNT ACTUALLY PAID BY CORIO HEREUNDER FOR THE TRANSACTION WHICH THE LIABILITY RELATES TO DURING THE TWELVE (12) MONTHS IMMEDIATELY PRIOR TO THE CAUSE OF ACTION FIRST ARISING, EVEN IF IT IS A CONTINUOUS ONE, OR IN THE AGGREGATE, WITH RESPECT OF ALL CLAIMS ARISING OUT OF OR RELATED TO THIS AGREEMENT, THE TOTAL AMOUNT ACTUALLY PAID BY CORIO UNDER THIS AGREEMENT TO CHANGEPOINT. EXCEPT FOR LIABILITY ARISING UNDER SECTIONS 2.7, 8, 10 AND 12.3 OF THIS AGREEMENT, IN NO EVENT SHALL EITHER PARTY HAVE ANY LIABILITY TO THE OTHER PARTY FOR ANY LOST PROFITS OR COSTS OF PROCUREMENT OF SUBSTITUTE GOODS OR SERVICES, OR FOR ANY INDIRECT, INCIDENTIAL, SPECIAL OR CONSEQUENTIAL DAMAGES HOWEVER CAUSED AND UNDER ANY THEORY OF LIABILITY AND WHETHER OR NOT SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE. THE PARTIES AGREE THAT THIS SECTION 9 REPRESENTS A REASONABLE ALLOCATION OF RISK. omitted 10 CONFIDENTIALITY. omitted 12.3 LICENSE.",Low
"5 Confidential Information. omitted 7 Indemnification and Insurance. 7.1 omitted 9 Limitation of Liability. 9.1 The maximum liability of one Party to the other Party and its affiliates in relation to this Agreement will be  (Liability Cap), provided however that: 9.1.1 The Liability Cap will not apply to any (1) material confidentiality breach under Section 5, and/or (2) indemnification obligations under Section 7.1. 9.1.2 The Liability Cap will not apply to intentional misconduct and/or gross negligence. 9.2 For the purpose of this Section, liability means liability for any and all claims, causes of action, judgments, costs and expenses (including but not limited to reasonable attorney fees and expenses), reimbursements, losses, and any and all other liabilities and damages of any kind, whether in contract, tort (including negligence), equity, statute or otherwise arising out of, in relation to or as a result of this Agreement.",Medium
"10. INDEMNITIES. omitted WITHOUT AFFECTING STRICT PRODUCT LIABILITY UNDER MANDATORY APPLICABLE LAW, SECTION 10, OR THE RESPECTIVE OBLIGATIONS OF THE PARTIES UNDER THE CONFIDENTIAILITY AGREEMENT AND EXCEPT FOR BREACHES ASSOCIATED WITH THE UNAUTHORIZED USE OF INTELLECTUAL PROPERTY, IN NO EVENT SHALL EITHER PARTY BE LIABLE TO THE OTHER PARTY FOR SPECIAL, INCIDENTAL, CONSEQUENTIAL, PUNITIVE OR TORT DAMAGES, INCLUDING WITHOUT LIMITATION, ANY DAMAGES RESULTING FROM LOSS OF USE, LOSS OF DATA, LOSS OF PROFITS OR LOSS OF BUSINESS ARISING OUT OF OR IN CONNECTION WITH THE MATTERS CONTEMPLATED BY THIS AGREEMENT, WHETHER OR NOT A PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES. omitted 11.3. Liability Cap. Without affecting Section 10 or the respective obligations of the parties under the Confidentiality Agreement and except for any liability (i) relating to any breach associated with the unauthorized use of Intellectual Property, (ii) arising from the intentional breach or willful misconduct of a party, or (iii) arising from the non-compliance with any mandatory applicable law or regulation, the total aggregate liability of one party to another party for any claim relating to any breach of this Agreement (or any Purchase Order or other agreement entered into in connection with this Agreement) (a Claim) shall be limited to the aggregate amount of the purchase prices paid by Distributor to Accuray for Products pursuant to this Agreement (or any Purchase Order or other Agreement entered into in connection with this Agreement) during the twelve calendar months preceding the date of the notification to the other party of such Claim less any amounts paid or payable in respect of any other Claim of which the other party was notified during such twelve month period.",Medium
"10. LIMITATIONS OF LIABILITY. 10.1 EXCEPT FOR EITHER PARTY'S VIOLATION OF THE CONFIDENTIALITY OBLIGATIONS AND FOR EITHER PARTY'S INDEMNIFICATION OBLIGATIONS, NEITHER PARTY SHALL BE LIABLE UNDER ANY CONTRACT, NEGLIGENCE, STRICT LIABILITY, OR OTHER LEGAL OR EQUITABLE THEORY FOR ANY AMOUNTS IN EXCESS IN THE AGGREGATE OF THE AMOUNT OF THE FEES PAID OR PAYABLE UNDER THIS AGREEMENT. 10.2 EXCEPT FOR EITHER PARTY'S VIOLATION OF THE CONFIDENTIALITY OBLIGATIONS AND FOR EITHER PARTY'S INDEMNIFICATION OBLIGATIONS, IN NO EVENT WILL EITHER PARTY BE LIABLE FOR SPECIAL, INCIDENTAL, CONSEQUENTIAL, INDIRECT OR PUNITIVE DAMAGES, OR LOST PROFITS, REGARDLESS OF WHETHER SUCH LIABILITY IS BASED ON BREACH OF CONTRACT, TORT, STRICT LIABILITY, BREACH OF WARRANTIES, FAILURE OF ESSENTIAL PURPOSE OR OTHERWISE AND EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.",High
