clause_text,clause_type,risk
"Quaker Chemical Corporation (“Buyer”); Gulf Houghton Lubricants Ltd. (“Gulf Houghton”); Gulf Oil International Limited (“GulfInternational”); GOCL Corporation Limited (“Gulf Oil” and, together with Gulf Houghton andGulf International, the “Sellers” and each, a “Seller”); Gulf Oil Lubricants India, Ltd (“Gulf India”), solely for purposes of Section 1(c)[Confidentiality; Non-competition; Non-solicitation]",Parties,Low
8/1/19,Agreement Date,Low
8/1/19,Effective Date,Low
Pennsylvania,Governing Law,Low
Yes,Competitive Restriction Exception,Low
Yes,Non-Compete,Medium
Yes,No-Solicit Of Employees,Medium
Yes,Anti-Assignment,High
Yes,Revenue/Profit Sharing,Low
STRATEGIC ALLIANCE AGREEMENT,Document Name,Low
"Sumitomo Mitsui Banking Corporation (“SMBC”); SMBCNikko Securities Inc. (“Nikko” and together with SMBC, “SMBC/Nikko”); Moelis & Company Holdings LP (“Moelis Holdings”); Moelis & Company Holdings GP LLC, (“Moelis General Partner”, and together with Moelis Holdings, the “MoelisEntities”); SMBC, Nikko, Moelis Holdings and Moelis General Partner (each a “party” and collectively referred to as the “parties"")",Parties,Low
12/27/11,Agreement Date,Low
1/1/12,Effective Date,Low
1/1/15,Expiration Date,Low
1 year,Renewal Term,Low
New York,Governing Law,Low
Yes,Competitive Restriction Exception,Low
Yes,Non-Compete,Medium
Yes,No-Solicit Of Customers,Medium
Yes,No-Solicit Of Employees,Medium
Yes,Termination For Convenience,High
Yes,Rofr/Rofo/Rofn,Medium
Yes,Change Of Control,High
Yes,Anti-Assignment,High
Yes,Revenue/Profit Sharing,Low
Yes,Non-Transferable License,Low
Yes,Audit Rights,Medium
Yes,Cap On Liability,High
Yes,Third Party Beneficiary,Low
STRATEGIC ALLIANCE AGREEMENT,Document Name,Low
Dialog Semiconductor (UK) Ltd. (“DIALOG”); Energous Corporation (“ENERGOUS”),Parties,Low
11/6/16,Agreement Date,Low
11/6/16,Effective Date,Low
11/6/23,Expiration Date,Low
successive 1 year,Renewal Term,Low
California,Governing Law,Low
Yes,Competitive Restriction Exception,Low
Yes,Non-Compete,Medium
Yes,Exclusivity,Medium
Yes,No-Solicit Of Customers,Medium
Yes,No-Solicit Of Employees,Medium
Yes,Termination For Convenience,High
Yes,Rofr/Rofo/Rofn,Medium
Yes,Change Of Control,High
Yes,Anti-Assignment,High
Yes,Revenue/Profit Sharing,Low
Yes,Minimum Commitment,Low
Yes,Ip Ownership Assignment,Low
Yes,License Grant,Low
Yes,Non-Transferable License,Low
Yes,Affiliate License-Licensor,Low
Yes,Affiliate License-Licensee,Low
Yes,Irrevocable Or Perpetual License,Low
Yes,Source Code Escrow,Medium
Yes,Post-Termination Services,Medium
Yes,Audit Rights,Medium
Yes,Uncapped Liability,High
Yes,Cap On Liability,High
Yes,Warranty Duration,Low
Yes,Insurance,High
JOINT VENTURE AGREEMENT,Document Name,Low
"BorrowMoney.com, inc.; JVLS, LLC;  BorrowMoney.com, inc.; JVLS, LLC (individually the ""Member"" and collectively the ""Members"")",Parties,Low
3/20/20,Agreement Date,Low
3/1/20,Effective Date,Low
2/28/25,Expiration Date,Low
Yes,Anti-Assignment,High
Yes,Audit Rights,Medium
Yes,Insurance,High
"AMENDMENT AND TERMINATION 

OF 

JOINT VENTURE AGREEMENT",Document Name,Low
"Veoneer AB (“VeoneerAB”); Veoneer US, Inc. (“Veoneer US"", and together with Veoneer AB, the “Veoneer Parties”); Nissin Kogyo Co., Ltd. (“Nissin”); Nissin Kogyo Holdings USA, Inc. (“NissinHolding”); Zhongshan Nissin Industry Co., Ltd. (“NBZ”, and together with Nissin andNissin Holding, the “Nissin Parties”)",Parties,Low
10/30/19,Agreement Date,Low
10/30/19,Effective Date,Low
Japan,Governing Law,Low
JOINT VENTURE AGREEMENT,Document Name,Low
"KIROMIC BIOPHARMA Inc.; MOLIPHARMA S.R.L. (""Party"" and, together, the ""Parties"")",Parties,Low
4/2/20,Agreement Date,Low
4/2/20,Effective Date,Low
perpetual,Expiration Date,Low
successive [] years,Renewal Term,Low
Italy,Governing Law,Low
Yes,Exclusivity,Medium
Yes,Change Of Control,High
Yes,Anti-Assignment,High
Yes,Revenue/Profit Sharing,Low
Yes,Ip Ownership Assignment,Low
Yes,Joint Ip Ownership,Low
Yes,License Grant,Low
Yes,Post-Termination Services,Medium
Yes,Insurance,High
JOINT VENTURE AGREEMENT,Document Name,Low
"IMPCO Technologies Inc. including its successors and permitted assigns (""IMPCO""); MINDA INDUSTRIES LIMITED including its successors and permitted assigns (""MIL""), Nirmal K. MINDA including his heirs, executors, administrators or successors and permitted assigns (""MINDA"")",Parties,Low
5/18/01,Agreement Date,Low
5/18/01,Effective Date,Low
perpetual,Expiration Date,Low
India,Governing Law,Low
Yes,Non-Compete,Medium
Yes,Exclusivity,Medium
Yes,Rofr/Rofo/Rofn,Medium
Yes,Minimum Commitment,Low
Yes,Post-Termination Services,Medium
Yes,Audit Rights,Medium
AFFILIATE AGREEMENT,Document Name,Low
"Gulf South Medical Supply, Inc. (""GSMS""); Physician Sales & Service, Inc. (""PSS""); PSS Merger Corp.",Parties,Low
12/14/97,Agreement Date,Low
Delaware,Governing Law,Low
AGENCY AGREEMENT,Document Name,Low
"(AFSALA  Bancorp,  Inc. (the  ""Company""); Amsterdam Federal Savings and Loan Association (""Association""); Savings Association Insurance Fund (""SAIF""); Federal  Deposit Insurance Corporation (""FDIC""); Capital Resources, Inc. (""Capital Resources""))",Parties,Low
[]/[]/1996,Agreement Date,Low
District of Columbia,Governing Law,Low
Yes,Termination For Convenience,High
Yes,Revenue/Profit Sharing,Low
Yes,Minimum Commitment,Low
Yes,Cap On Liability,High
Yes,Liquidated Damages,High
Yes,Insurance,High
AGENCY AGREEMENT,Document Name,Low
"(Alamogordo Financial Corporation (""Company""); AF Mutual Holding Company (""MHC""); Alamogordo Federal Savings and Loan Association (""Bank""); Savings  Association Insurance Fund (""SAIF""); Federal Deposit Insurance Corporation (""FDIC""); Charles Webb & Company; Bruyette & Woods,  Inc. (""Agent""))",Parties,Low
[]/[]/2000,Agreement Date,Low
[]/[]/2000,Effective Date,Low
Kansas,Governing Law,Low
Yes,Revenue/Profit Sharing,Low
Yes,Minimum Commitment,Low
Yes,Post-Termination Services,Medium
Yes,Cap On Liability,High
Yes,Insurance,High
AGENCY AGREEMENT,Document Name,Low
"General Electric Capital Corporation together with its successors and assigns, if any (“Lessor”); Duckwall-Alco Stores, Inc. (the “Company”)",Parties,Low
11/9/05,Agreement Date,Low
perpetual,Expiration Date,Low
Yes,Termination For Convenience,High
Yes,License Grant,Low
Yes,Affiliate License-Licensee,Low
Yes,Audit Rights,Medium
AGENCY AGREEMENT,Document Name,Low
"(Greater Delaware Valley Holdings (“PA MHC”); Alliance Mutual Holding Company (“Federal MHC”); Alliance Bancorp, Inc. of Pennsylvania (“Company""); Greater Delaware Valley Savings Bank d/b/a Alliance Bank (“Bank”); Sandler O’Neill & Partners, L.P. (“Sandler O’Neill” or “Agent”))",Parties,Low
11/[]/2006,Agreement Date,Low
New York,Governing Law,Low
Yes,Rofr/Rofo/Rofn,Medium
Yes,Revenue/Profit Sharing,Low
Yes,Minimum Commitment,Low
Yes,Post-Termination Services,Medium
Yes,Insurance,High
AGENCY AGREEMENT,Document Name,Low
"Mutual Insurance Corporation of America (MICOA); Stratton, Cheeseman & Walsh-Nevada, Inc. (""Agency""); (sometimes commonly referred to as the Parties)",Parties,Low
5/25/99,Agreement Date,Low
5/25/99,Effective Date,Low
Perpetual,Expiration Date,Low
1 year,Renewal Term,Low
Nevada,Governing Law,Low
Yes,Non-Compete,Medium
Yes,Exclusivity,Medium
Yes,No-Solicit Of Customers,Medium
Yes,Anti-Assignment,High
Yes,Revenue/Profit Sharing,Low
Yes,Post-Termination Services,Medium
Yes,Insurance,High
AGENCY AGREEMENT,Document Name,Low
"El Banco Financial Corporation (the ""Company""); sales agent (the ""Agent"" or ""you"")",Parties,Low
[]/[]/2006,Agreement Date,Low
[]/[]/2006,Effective Date,Low
Georgia,Governing Law,Low
Yes,Revenue/Profit Sharing,Low
Yes,Minimum Commitment,Low
AGENCY AGREEMENT,Document Name,Low
"Biopure Corporation (""Company""); Agent (""Agent"")",Parties,Low
3/29/99,Agreement Date,Low
3/29/99,Effective Date,Low
perpetual,Expiration Date,Low
Massachusetts,Governing Law,Low
Yes,No-Solicit Of Customers,Medium
Yes,Termination For Convenience,High
Yes,Change Of Control,High
Yes,Anti-Assignment,High
Yes,Revenue/Profit Sharing,Low
Yes,Minimum Commitment,Low
Yes,Audit Rights,Medium
Yes,Cap On Liability,High
Yes,Warranty Duration,Low
Yes,Insurance,High
AGENCY AGREEMENT,Document Name,Low
"Blue Hills Bancorp, Inc. (“Holding Company”); Hyde Park Bancorp, MHC (“MHC”); Hyde Park Bancorp, Inc. (“Mid­Tier”); Blue Hills Bank (“Bank”); Bruyette & Woods, Inc. (“Agent”)",Parties,Low
5/14/14,Agreement Date,Low
5/14/14,Effective Date,Low
New York,Governing Law,Low
Yes,Exclusivity,Medium
Yes,Revenue/Profit Sharing,Low
Yes,Minimum Commitment,Low
Yes,Cap On Liability,High
Yes,Insurance,High
AGENCY AGREEMENT,Document Name,Low
"Bluerock Residential Growth REIT, Inc. (“Company”); Bluerock Residential Holdings, L.P. (“Operating Partnership”) (collectively, Company, and Bluerock Residential Growth REIT, Inc. are referred to as the “Transaction Entities”); BRG Manager, LLC (“Manager”); Compass Point Research & Trading, LLC (“Agent”)",Parties,Low
5/25/16,Agreement Date,Low
5/25/16,Effective Date,Low
New York,Governing Law,Low
Yes,Termination For Convenience,High
Yes,Revenue/Profit Sharing,Low
Yes,Cap On Liability,High
Yes,Insurance,High
STRATEGIC ALLIANCE AGREEMENT,Document Name,Low
"AURA SYSTEMS INC. (""Aura""); ZANOTTI EAST INC. (""Zanotti"") (collectively the “Parties”)",Parties,Low
3/18/10,Agreement Date,Low
3/18/10,Effective Date,Low
3/18/15,Expiration Date,Low
successive 5 years,Renewal Term,Low
California,Governing Law,Low
Yes,Most Favored Nation,Low
Yes,Competitive Restriction Exception,Low
Yes,Non-Compete,Medium
Yes,Exclusivity,Medium
Yes,Termination For Convenience,High
Yes,Change Of Control,High
Yes,Anti-Assignment,High
Yes,Minimum Commitment,Low
Yes,Volume Restriction,Low
Yes,License Grant,Low
Yes,Post-Termination Services,Medium
Yes,Audit Rights,Medium
Yes,Cap On Liability,High
Yes,Warranty Duration,Low
Yes,Insurance,High
Yes,Covenant Not To Sue,Low
Strategic Alliance Agreement,Document Name,Low
"Freedom Mortgage Corporation (""Freedom Mortgage""); Cherry Hill Mortgage Investment Corp. (""Cherry Hill"")",Parties,Low
[]/[]/2013,Agreement Date,Low
[]/[]/2016,Expiration Date,Low
New York,Governing Law,Low
Yes,Anti-Assignment,High
STRATEGIC ALLIANCE AGREEMENT,Document Name,Low
"The University of Texas M. D. Anderson Cancer Center (""MD Anderson""); Adaptimmune LLC (""Adaptimmune""); Adaptimmune Limited (""Adaptimmune Limited""); (MD Anderson and Adaptimmune each a “Party” and collectively the “Parties”)",Parties,Low
9/23/16,Agreement Date,Low
9/23/16,Effective Date,Low
9/23/21,Expiration Date,Low
Texas,Governing Law,Low
Yes,Exclusivity,Medium
Yes,Termination For Convenience,High
Yes,Rofr/Rofo/Rofn,Medium
Yes,Anti-Assignment,High
Yes,Minimum Commitment,Low
Yes,Joint Ip Ownership,Low
Yes,License Grant,Low
Yes,Irrevocable Or Perpetual License,Low
Yes,Post-Termination Services,Medium
Yes,Audit Rights,Medium
Yes,Cap On Liability,High
Yes,Insurance,High
Strategic Alliance Agreement,Document Name,Low
"Cool Technologies Inc. (""COOL TECH""); VETERAN TECHNOLOGY GROUP, LLC (""VET TECH"")",Parties,Low
5/26/17,Agreement Date,Low
5/26/17,Effective Date,Low
5/26/22,Expiration Date,Low
successive 1 year,Renewal Term,Low
Missouri,Governing Law,Low
Yes,No-Solicit Of Employees,Medium
Yes,Termination For Convenience,High
Yes,Anti-Assignment,High
Strategic Alliance Agreement,Document Name,Low
"System Associates, Inc. (""ISA""); Rubicon Software Group plc (""Rubicon"")",Parties,Low
4/15/09,Agreement Date,Low
4/15/09,Effective Date,Low
4/15/12,Expiration Date,Low
successive 1 year,Renewal Term,Low
Florida,Governing Law,Low
Yes,Competitive Restriction Exception,Low
Yes,Non-Compete,Medium
Yes,Exclusivity,Medium
Yes,No-Solicit Of Employees,Medium
Yes,Anti-Assignment,High
Yes,Revenue/Profit Sharing,Low
Yes,Ip Ownership Assignment,Low
Yes,License Grant,Low
Yes,Non-Transferable License,Low
Yes,Post-Termination Services,Medium
Yes,Uncapped Liability,High
Yes,Cap On Liability,High
Yes,Covenant Not To Sue,Low
Yes,Third Party Beneficiary,Low
STRATEGIC ALLIANCE AGREEMENT,Document Name,Low
"NORTHERN TELECOM LIMITED (""NTL""); ENTRUST TECHNOLOGIES INC. (""ETI"")",Parties,Low
12/31/96,Agreement Date,Low
"Province of Ontario, Canada",Governing Law,Low
Yes,Most Favored Nation,Low
Yes,Anti-Assignment,High
Yes,License Grant,Low
Yes,Non-Transferable License,Low
Yes,Affiliate License-Licensor,Low
Yes,Affiliate License-Licensee,Low
Yes,Unlimited/All-You-Can-Eat-License,Low
Yes,Irrevocable Or Perpetual License,Low
Yes,Uncapped Liability,High
Yes,Cap On Liability,High
Yes,Covenant Not To Sue,Low
STRATEGIC ALLIANCE AGREEMENT,Document Name,Low
"EDGE Communication Solutions, LLC (""EDGE""); FRE Networks, Inc. (""FTE"", ""Subcontractor"")",Parties,Low
2/17/16,Agreement Date,Low
2/17/16,Effective Date,Low
2/16/19,Expiration Date,Low
successive 1 month,Renewal Term,Low
Texas,Governing Law,Low
Yes,No-Solicit Of Employees,Medium
Yes,Termination For Convenience,High
Yes,Anti-Assignment,High
Yes,Post-Termination Services,Medium
Yes,Audit Rights,Medium
Yes,Liquidated Damages,High
Yes,Warranty Duration,Low
Yes,Insurance,High
Strategic Alliance Agreement,Document Name,Low
"Giggles N' Hugs, Inc. (""Company""); Kiddo, Inc. (""Consultant"")",Parties,Low
5/17/16,Agreement Date,Low
5/17/16,Effective Date,Low
5/17/19,Expiration Date,Low
California,Governing Law,Low
Yes,No-Solicit Of Customers,Medium
Yes,No-Solicit Of Employees,Medium
Yes,Anti-Assignment,High
Yes,Ip Ownership Assignment,Low
STRATEGIC ALLIANCE AGREEMENT,Document Name,Low
"GOLD RESOURCE CORPORATION (""GRC"", ""the Company""); HOCHSCHILD MINING HOLDINGS LIMITED (""HOC"")",Parties,Low
12/5/08,Agreement Date,Low
New York,Governing Law,Low
Yes,Most Favored Nation,Low
Yes,Exclusivity,Medium
Yes,Rofr/Rofo/Rofn,Medium
Yes,Anti-Assignment,High
Yes,Minimum Commitment,Low
Yes,Audit Rights,Medium
Yes,Insurance,High
Strategic Alliance Agreement,Document Name,Low
"IMedicor, Inc (""IMedicor""); USA Managed Care Organization (""USA MCO"")",Parties,Low
7/15/10,Agreement Date,Low
7/15/10,Effective Date,Low
7/15/15,Expiration Date,Low
successive 5 years,Renewal Term,Low
New York,Governing Law,Low
Yes,Termination For Convenience,High
Yes,Anti-Assignment,High
Yes,Revenue/Profit Sharing,Low
Yes,Post-Termination Services,Medium
Yes,Audit Rights,Medium
Yes,Cap On Liability,High
Strategic Alliance Agreement,Document Name,Low
"Bravatek Solutions, Inc. (""Bravatek""); Fazync LLC (""Fazync"")",Parties,Low
1/10/18,Agreement Date,Low
1/10/18,Effective Date,Low
1 year,Renewal Term,Low
Texas,Governing Law,Low
Yes,Termination For Convenience,High
Yes,Anti-Assignment,High
Yes,Revenue/Profit Sharing,Low
Yes,Minimum Commitment,Low
Strategic Alliance Agreement,Document Name,Low
"IntriCon Corporation (""IntriCon""); Dynamic Hearing Pty Ltd (""Dynamic Hearing"")",Parties,Low
10/1/08,Agreement Date,Low
10/1/08,Effective Date,Low
10/1/13,Expiration Date,Low
"Victoria, Australia",Governing Law,Low
Yes,Competitive Restriction Exception,Low
Yes,Exclusivity,Medium
Yes,Termination For Convenience,High
Yes,Anti-Assignment,High
Yes,Revenue/Profit Sharing,Low
Yes,Minimum Commitment,Low
Yes,License Grant,Low
Yes,Post-Termination Services,Medium
Yes,Audit Rights,Medium
Yes,Cap On Liability,High
STRATEGIC ALLIANCE AGREEMENT,Document Name,Low
"Loin Biotechnologies, Inc. (""LBIO""); The University of Texas M. D. Anderson Cancer Center (""MD Adnserson""); (""LBIO"" and ""MD Adnserson"" individually referred to as ""Party"", collectively as the ""Parties"")",Parties,Low
4/17/17,Effective Date,Low
4/17/21,Expiration Date,Low
Texas,Governing Law,Low
Yes,Exclusivity,Medium
Yes,Anti-Assignment,High
Yes,Minimum Commitment,Low
Yes,Ip Ownership Assignment,Low
Yes,License Grant,Low
Yes,Irrevocable Or Perpetual License,Low
Yes,Audit Rights,Medium
Yes,Uncapped Liability,High
Yes,Cap On Liability,High
STRATEGIC' ALLIANCE AGREEMENT (,Document Name,Low
"Lightbridge Corporation (""Lightbridge""); Lloyds Register FNMA (""Lloyds""); ""Lloyds"" and together with ""Lightbridge"" (""Parties"")",Parties,Low
8/16/12,Agreement Date,Low
8/16/12,Effective Date,Low
8/16/17,Expiration Date,Low
England,Governing Law,Low
Yes,Termination For Convenience,High
Yes,Anti-Assignment,High
Strategic Alliance Agreement,Document Name,Low
"UTEK Corporation (""UTEK""); Manakoa Services Corporation (""MKOS"")",Parties,Low
6/14/06,Agreement Date,Low
6/14/07,Expiration Date,Low
Yes,Non-Compete,Medium
Yes,No-Solicit Of Employees,Medium
Yes,Termination For Convenience,High
Yes,Rofr/Rofo/Rofn,Medium
Yes,Anti-Assignment,High
Yes,Revenue/Profit Sharing,Low
Strategic Alliance Agreement,Document Name,Low
"UTEK Corporation (""UTK""); World Energy Solutions (""AVDU"")",Parties,Low
9/9/05,Agreement Date,Low
9/9/06,Expiration Date,Low
Yes,Non-Compete,Medium
Yes,No-Solicit Of Employees,Medium
Yes,Termination For Convenience,High
Yes,Rofr/Rofo/Rofn,Medium
Yes,Anti-Assignment,High
Yes,Revenue/Profit Sharing,Low
Yes,Third Party Beneficiary,Low
STRATEGIC ALLIANCE AGREEMENT,Document Name,Low
"PHL VARIABLE INSURANCE COMPANY (""PHLVIC""); PHOENIX LIFE INSURANCE COMPANY (""PLIC"", together with PHLVIC, “PHL Variable”); PHOENIX EQUITY PLANNING CORPORATION (""PEPCO"", together with PHLVIC and PLIC,  the “PHL Parties”); INVESTORS CAPITAL CORPORATION (""ICC"")",Parties,Low
perpetual,Expiration Date,Low
Connecticut,Governing Law,Low
Yes,No-Solicit Of Customers,Medium
Yes,No-Solicit Of Employees,Medium
Yes,Termination For Convenience,High
Yes,Change Of Control,High
Yes,Anti-Assignment,High
Yes,License Grant,Low
Yes,Audit Rights,Medium
Yes,Cap On Liability,High
Yes,Covenant Not To Sue,Low
STRATEGIC ALLIANCE AGREEMENT,Document Name,Low
"Allscripts Healthcare, LLC (""Allscripts""); Phreesia, Inc. (""Company"", ""Phreesia""); (Allscripts and the Company are sometimes referred to herein as a “Party” and collectively as the “Parties”)",Parties,Low
12/10/15,Agreement Date,Low
12/10/15,Effective Date,Low
12/10/20,Expiration Date,Low
successive [],Renewal Term,Low
Illinois,Governing Law,Low
Yes,No-Solicit Of Employees,Medium
Yes,Termination For Convenience,High
Yes,Anti-Assignment,High
Yes,License Grant,Low
Yes,Non-Transferable License,Low
Yes,Affiliate License-Licensee,Low
Yes,Irrevocable Or Perpetual License,Low
Yes,Post-Termination Services,Medium
Yes,Audit Rights,Medium
Yes,Uncapped Liability,High
Yes,Cap On Liability,High
Yes,Insurance,High
Strategic Alliance Agreement,Document Name,Low
"Yaskawa Electric Corporation (""YEC""); Argo Medical Technologies Ltd. (""ARGO"")",Parties,Low
9/24/13,Agreement Date,Low
9/24/13,Effective Date,Low
9/24/23,Expiration Date,Low
Israel,Governing Law,Low
Yes,Exclusivity,Medium
Yes,No-Solicit Of Employees,Medium
Yes,Termination For Convenience,High
Yes,Anti-Assignment,High
STRATEGIC ALLIANCE AGREEMENT,Document Name,Low
"KALLO Inc. (""KALLO""); Petro data Management Services Limited. (""PDMS""); Gateway Global Fabrication Ltd. (""Gateway"")",Parties,Low
10/24/11,Agreement Date,Low
10/24/11,Effective Date,Low
"Ontario, Canada",Governing Law,Low
Yes,Non-Compete,Medium
Yes,Exclusivity,Medium
Yes,No-Solicit Of Customers,Medium
Yes,Non-Disparagement,Low
Yes,Change Of Control,High
Yes,Anti-Assignment,High
Yes,Ip Ownership Assignment,Low
Yes,License Grant,Low
Yes,Non-Transferable License,Low
Yes,Post-Termination Services,Medium
Yes,Audit Rights,Medium
Yes,Cap On Liability,High
Yes,Warranty Duration,Low
Yes,Insurance,High
Yes,Covenant Not To Sue,Low
"STRATEGIC ALLIANCE AGREEMENT, d",Document Name,Low
"Farids & Co. LLC (""Farids""); Edible Arrangements, LLC (""EA""); Rocky Mountain Chocolate Factory, Inc. (""Company"")",Parties,Low
12/20/19,Agreement Date,Low
New York,Governing Law,Low
Yes,No-Solicit Of Employees,Medium
Yes,Non-Disparagement,Low
Yes,Termination For Convenience,High
Yes,Rofr/Rofo/Rofn,Medium
Yes,Anti-Assignment,High
Yes,Post-Termination Services,Medium
Yes,Insurance,High
STRATEGIC ALLIANCE AGREEMENT is,Document Name,Low
"R-Tech Ueno, Ltd. (""Company""); Sucampo Pharma, LLC. (""Acquiror""); Sucampo Pharmaceuticals, Inc. (""SPI""); (“SPI,” and, together with the Company and Acquiror, collectively, the “Parties”)",Parties,Low
8/26/15,Agreement Date,Low
Japan,Governing Law,Low
Yes,Anti-Assignment,High
